id	pali_1	Fin	sbs_class_anki	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	sbs_category	sbs_class	count	sbs_audio	move	Feedback
4644	āmasati 1	p		pr					trans	+acc	touches; rubs; strokes; pats			√mas 1 a (to touch, rub)	√mas + a > masa	ā + masa + ti						āmṛśati	√mṛś						AN 10.176	cundasuttaṃ	ehi tvaṃ, ambho purisa, kālass'eva uṭṭhahanto'va sayanamhā pathaviṃ <b>āmaseyyāsi</b>				VIN 2.5.6.2	aṅgulipatodakasikkhāpadaṃ	aṅgulipatodako nāma aṅguliyā'pi tudanti upasampanno upasampannaṃ has'ādhippāyo kāyena kāyaṃ <b>āmasati</b>, āpatti pācittiyassa.																							āmas	ati pr	49	3	212			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āmasati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
2551	āgacchati 2	p		pr					trans	+acc	comes along; approaches			√gam 1 a (to go)	√gam + a > gama > gaccha (irreg)	ā + gaccha + ti						āgacchati	√gam						SN 12.63	puttamaṃsūpamasuttaṃ	atha puriso <b>āgaccheyya</b> jīvitu'kāmo amaritu'kāmo sukhakāmo dukkhappaṭikūlo																													āgacch	ati pr	49	3	613	[sound:āgacchati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āgacchati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9346	arahati 2	pp		pr					intrans	+dat +inf	is worthy (to); is fit (to); is capable (of)			√arah 1 a (to deserve, be worthy)	√arah + a > araha	araha + ti						arhati	√arh						MN 137	saḷāyatanavibhaṅgasuttaṃ	tatra idaṃ nissāya idaṃ pajahatha, tayo satipaṭṭhānā yadariyo sevati yadariyo sevamāno satthā gaṇam'anusāsitum'<b>arahati</b>, so vuccati yogg'ācariyānaṃ anuttaro purisadammasārathī'ti, ayam'uddeso saḷ'āyatanavibhaṅgassa.				DHP 230	kodhavaggo	nikkhaṃ jambonadass'eva,<br/>ko taṃ ninditum'<b>arahati</b>,<br/>devā'pi naṃ pasaṃsanti,<br/>brahmunā'pi pasaṃsito.																							arah	ati pr	49	3	149	[sound:arahati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=arahati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
1114	abhivadati 2	pn		pr					trans	+acc	proclaims; preaches; declares; announces			√vad 1 a (to say, speak)	√vad + a > vada	abhi + vada + ti						abhivadati	√vad						AN 7.6	vitthatadhanasuttaṃ	ye te dhammā ādikalyāṇā majjhekalyāṇā pariyosānakalyāṇā sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ <b>abhivadanti</b>				SNP 50	cūḷabyūhasuttaṃ<br/>aṭṭhakavaggo 12	aññaṃ ito ye-<b>abhivadanti</b> dhammaṃ,<br/>aparaddhā suddhim'akevalī te,<br/>evam'pi titthyā puthuso vadanti,<br/>sandiṭṭhirāgena hi te'bhirattā.																							abhivad	ati pr	49	3	121			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhivadati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
1113	abhivadati 1	p		pr					trans	+acc	welcomes; is hospitable (to)			√vad 1 a (to say, speak)	√vad + a > vada	abhi + vada + ti						abhivadati	√vad						MN 145	puṇṇovādasuttaṃ	taṃ ce bhikkhu abhinandati <b>abhivadati</b> ajjhosāya tiṭṭhati																													abhivad	ati pr	49	3	121			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhivadati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
448	abhijānāti 3	p		pr					trans	+acc	is aware (of); is conscious (of); lit. completely knows			√ñā 5 nā (to know)	√ñā + nā > jānā	abhi + jānā + ti	ñ > j					abhijānāti	√jñā						DN 23.10	pāyāsisuttaṃ	<b>abhijānāsi</b> no tvaṃ, rājañña, divā seyyaṃ upagato supinakaṃ passitā ārāmarāmaṇeyyakaṃ vanarāmaṇeyyakaṃ bhūmirāmaṇeyyakaṃ pokkharaṇīrāmaṇeyyakan'ti																													abhijān	āti pr	49	3	106			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhijānāti 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
447	abhijānāti 2	pp		pr					trans	+acc	directly knows; understands experientially; knows for oneself; lit. completely knows			√ñā 5 nā (to know)	√ñā + nā > jānā	abhi + jānā + ti	ñ > j					abhijānāti	√jñā		(ANa) <b>abhijānātī</b>'ti aniccaṃ dukkhaṃ anattā'ti ñātapariññāya abhijānāti.<br/>(ANa) <b>abhijānāthā</b>'ti abhijānitvā paccakkhaṃ katvā viharatha.				AN 3.68	kathāvatthusuttaṃ	so saupaniso samāno <b>abhijānāti</b> ekaṃ dhammaṃ, parijānāti ekaṃ dhammaṃ, pajahati ekaṃ dhammaṃ, sacchikaroti ekaṃ dhammaṃ.				AN 6.61	majjhesuttaṃ	ettāvatā kho, āvuso, bhikkhu abhiññeyyaṃ <b>abhijānāti</b>, pariññeyyaṃ parijānāti, abhiññeyyaṃ abhijānanto pariññeyyaṃ parijānanto diṭṭh'eva dhamme dukkhass'antakaro hotī'ti.																							abhijān	āti pr	49	3	106			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhijānāti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
529	abhikkamati 3	p		pr					intrans		comes; comes out; approaches; lit. goes forward			√kam 1 a (to go)	√kam + a > kama	abhi + kama + ti						abhikramati	√kram						MN 31	cūḷagosiṅgasuttaṃ	upasaṅkamitvā āyasmantañ'ca nandiyaṃ āyasmantañ'ca kimilaṃ etadavoca, <b>abhikkamatha</b>-āyasmanto, <b>abhikkamatha</b>-āyasmanto, satthā no bhagavā anuppatto'ti				AN 9.11	sīhanādasuttaṃ	tena kho pana samayena āyasmā ca mahāmoggallāno āyasmā ca ānando avāpuraṇaṃ ādāya vihāre āhiṇḍanti, <b>abhikkamatha</b>-āyasmanto, <b>abhikkamatha</b>-āyasmanto! idān'āyasmā sāriputto bhagavato sammukhā sīhanādaṃ nadissatī'ti.																							abhikkam	ati pr	49	3	95			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhikkamati 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
528	abhikkamati 2	p		pr					intrans		(of illness) is increasing; is getting worse; lit. goes forward			√kam 1 a (to go)	√kam + a > kama	abhi + kama + ti						abhikramati	√kram						SN 35.87	channasuttaṃ	kacci te, āvuso channa, khamanīyaṃ, kacci yāpanīyaṃ, kacci dukkhā vedanā paṭikkamanti no <b>abhikkamanti</b>, paṭikkamo'sānaṃ paññāyati no abhikkamo'ti?																													abhikkam	ati pr	49	3	95			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhikkamati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
7666	anussarati 2.1	n		pr					trans	+acc	follows; pursues; chases after; lit. flows behind			√sar 1 a (to go, flow)	√sar + a > sara	anu + sara + ti						anusarati	√sṛ						SNP 50	cūḷabyūhasuttaṃ<br/>aṭṭhakavaggo 12	kasmā nu saccāni vadanti nānā,<br/>pavādiyāse kusalā vadānā,<br/>saccāni sutāni bahūni nānā,<br/>udāhu te takkam'<b>anussaranti</b>.																													anussar	ati pr	49	3	356	[sound:anussarati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anussarati 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3461	ajjhāvasati 1	p	23	pr					trans	+acc	lives (in); inhabits; stays (in); is settled (in)			√vas 1 a (to live)	√vas + a > vasa	adhi > adhy > ajjh + ā + vasa + ti	dhi > dhy > jjh					adhyāvas	√vas						AN 8.49	paṭhamaidhalokikasuttaṃ	kathañ'ca, visākhe, mātugāmo cāgasampanno hoti? idha, visākhe, mātugāmo vigatamalamaccherena cetasā agāraṃ <b>ajjhāvasati</b> muttacāgā payatapāṇinī vossaggaratā yācayogā dānasaṃvibhāgaratā.				VIN 1.4.1.6	aññātakaviññattisikkhāpadaṃ	gahapati nāma yo koci agāraṃ <b>ajjhāvasati</b>. gahapatānī nāma yā kāci agāraṃ <b>ajjhāvasati</b>.																							ajjhāvas	ati pr	49	3	159		moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ajjhāvasati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4006	akkhāti	p		pr					trans	+acc	says (to); tells (to); explains (to)			√khā 1 a (to tell, announce)	√khā + a > khā	ā + khā + ti						ākhyāti	√khyā						SNP 63	hemaka māṇava pucchā<br/>pārāyanavaggo 8	tvañ'ca me dhammam'<b>akkhāhi</b>,<br/>taṇhānigghātanaṃ muni,<br/>yaṃ viditvā sato caraṃ,<br/>tare loke visattikaṃ.				SNP 65	kappa māṇava pucchā<br/>pārāyanavaggo 10	majjhe sarasmiṃ tiṭṭhataṃ,<br/>oghe jāte mahabbhaye,<br/>jarāmaccuparetānaṃ,<br/>dīpaṃ pabrūhi mārisa,<br/>tvañ'ca me dīpam'<b>akkhāhi</b>,<br/>yathā'y'idaṃ n'āparaṃ siyā.																							akkh	āti pr	49	3	149			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=akkhāti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
27819	karoti 2	sss	23	pr					trans	+acc	makes			√kar 7 o (to do, make)	√kar + o > karo	karo + ti						karoti, kṛpa	√kṛ						TH 251	raṭṭhapālattheragāthā	passāmi loke sadhane manusse,<br/>laddhāna vittaṃ na dadanti mohā,<br/>luddhā dhanaṃ sannicayaṃ <b>karonti</b>,<br/>bhiyyo'va kāme abhipatthayanti.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	AN 4.195	vappasuttaṃ	so taṃ thūṇaṃ khaṇḍ'ākhaṇḍikaṃ chindeyya. khaṇḍ'ākhaṇḍikaṃ chetvā phāleyya. phāletvā sakalikaṃ sakalikaṃ <b>kareyya</b>. sakalikaṃ sakalikaṃ katvā vāt'ātape visoseyya. vāt'ātape visosetvā agginā ḍaheyya.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ <b>karissanti</b> mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	tasmā hi bhūtā nisāmetha sabbe, mettaṃ <b>karotha</b> mānusiyā pajāya. <br/>divā ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha appamattā.	Ratana-sutta		Protective Recitations							52n	*	karoti pr	49	4	2597	[sound:karoti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=karoti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
100	abbhaññāsi	p		aor		abhijānāti			trans	+acc	directly knew; understood experientially; realized; lit. completely knew			√ñā 5 nā (to know)		abhi > abhy > abbh + a + √ñā + si	bhi > bhy > bbh					abhijñā	√jñā	abhaññāsi					AN 4.24	kāḷakārāmasuttaṃ	yaṃ, bhikkhave, sadevakassa lokassa samārakassa sabrahmakassa sassamaṇabrāhmaṇiyā pajāya sadevamanussāya diṭṭhaṃ sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ anuvicaritaṃ manasā, tam'ahaṃ <b>abbhaññāsiṃ</b>. taṃ tathāgatassa viditaṃ, taṃ tathāgato na upaṭṭhāsi.				SNP 4	kasibhāradvājasuttaṃ<br/>uragavaggo 4	khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ karaṇīyaṃ, nāparaṃ itthattāyā'ti <b>abbhaññāsi</b>.				SN 22.26	assādasuttaṃ	yato ca khv'āhaṃ, bhikkhave, imesaṃ pañcannaṃ upādānakkhandhānaṃ evaṃ assādañ'ca assādato ādīnavañ'ca ādīnavato nissaraṇañ'ca nissaraṇato yathābhūtaṃ <b>abbhaññāsiṃ</b>																	abbhaññ	āsi aor irreg	49	4	180			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abbhaññāsi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
42781	parihāyati 2	pp		pr					intrans	+abl	falls away (from); declines (in)			√hā 3 ya (to decrease)	√hā + ya > hāya	pari + hāya + ti						parijahāti	√hā						DHP 364	bhikkhuvaggo	dhamm'ārāmo dhammarato,<br/>dhammaṃ anuvicintayaṃ,<br/>dhammaṃ anussaraṃ bhikkhu,<br/>saddhammā na <b>parihāyati</b>.				MN 29	mahāsāropamasuttaṃ	so tena ñāṇadassanena na majjati nappamajjati na pamādaṃ āpajjati, appamatto samāno asamayavimokkhaṃ ārādheti. aṭṭhānam'etaṃ, bhikkhave, anavakāso yaṃ so bhikkhu tāya asamayavimuttiyā <b>parihāyetha</b>.				SN 35.96	parihānadhammasuttaṃ	veditabbam'etaṃ, bhikkhave, bhikkhunā  <b>parihāyāmi</b> kusalehi dhammehi'. parihānañ'h'etaṃ vuttaṃ bhagavatā'ti																	parihāy	ati pr	49	4	270			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=parihāyati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
67449	vindati 1.1	pp		pr					trans	+acc	finds; gets; possess; experiences; has			√vid 2 ṃa (to get, find)	√vid + ṃa > vinda	vinda + ti						vindati	√vid		(SNa) <b>dāy'ādā vindare dhanan'</b>ti tassa dāy'ādā'pi dhanaṃ na vindanti.				DHP 57	pupphavaggo	tesaṃ sampannasīlānaṃ,<br/>appamādavihārinaṃ,<br/>samma'd'aññā vimuttānaṃ,<br/>māro maggaṃ na <b>vindati</b>.				SN 3.1	daharasuttaṃ	yañ'ca kho sīlasampanno,<br/>bhikkhu ḍahati tejasā,<br/>na tassa puttā pasavo,<br/>dāy'ādā <b>vindare</b> dhanaṃ,<br/>anapaccā adāy'ādā,<br/>tāl'āvatthū bhavanti te.				DHP 280	maggavaggo	uṭṭhānakālamhi anuṭṭhahāno, yuvā balī ālasiyaṃ upeto,<br/>saṃsannasaṅkappamano kusīto, paññāya maggaṃ alaso na <b>vindati</b>.																	vind	ati pr	49	4	92			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vindati 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
6277	aññāsi	p		aor		jānāti			trans	+acc	knew; understood			√ñā 5 nā (to know)		a + √ñā + si						ajñāsīt	√jñā						SNP 32	sabhiyasuttaṃ	yaṃ me kaṅkhitam'<b>aññāsi</b>,<br/>vicikicchā maṃ tārayi namo te,<br/>muni monapathesu pattipatta,<br/>akhila ādiccabandhu sorato'si.				SN 56.11	dhammacakkappavattanasuttaṃ	atha kho bhagavā imaṃ udānaṃ udānesi, <b>aññāsi</b> vata bho koṇḍañño, <b>aññāsi</b> vata bho koṇḍañño'ti!				SN 22.85	yamakasuttaṃ	upaṭṭhaheyyaṃ taṃ, bhante'ti, tadā'pi so vadhako'va. vadhakañ'ca pana santaṃ na <b>aññāsi</b>, vadhako me'ti.																	aññ	āsi aor	49	4	90		moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aññāsi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
8144	āpajjati 1	ppp	24	pr					trans	+acc	experiences; gets (pleasure); suffers (pain)			√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti	dy > jj					āpadyate	√pad						MN 39	mahāassapurasuttaṃ	tāvataken'eva tuṭṭhiṃ <b>āpajjeyyātha</b>				SN 46.53	aggisuttaṃ	evaṃ puṭṭhā, bhikkhave, aññatitthiyā paribbājakā na c'eva sampāyissanti, uttariñ'ca vighātaṃ <b>āpajjissanti</b>. taṃ kissa hetu? yathā taṃ, bhikkhave, avisayasmiṃ.				SN 22.93	nadīsuttaṃ	tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ anayabyasanaṃ <b>āpajjeyya</b>.				AN 4.184	abhayasuttaṃ	katamo ca, brāhmaṇa, maraṇadhammo samāno bhāyati, santāsaṃ <b>āpajjati</b> maraṇassa?				AN 7.50	methunasuttaṃ	api ca kho mātugāmassa ucchādanaparimaddananhāpanasambāhanaṃ sādiyati. so taṃ assādeti, taṃ nikāmeti, tena ca vittiṃ <b>āpajjati</b>.					āpajj	ati pr	49	4	575	[sound:āpajjati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āpajjati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
7893	anuyuñjati 1	pp		pr					trans	+acc	practices; engages (in); commits (to); does; lit. yokes near			√yuj 2 ṃa (to yoke, join)	√yuj + ṃa > yuñja	anu + yuñja + ti						anuyuj	√yuj						AN 5.73	paṭhamadhammavihārīsuttaṃ	so tāya dhammapariyattiyā na divasaṃ atināmeti, n'āpi riñcati paṭisallānaṃ, <b>anuyuñjati</b> ajjhattaṃ cetosamathaṃ. evaṃ kho, bhikkhu, bhikkhu dhammavihārī hoti.				MN 139	araṇavibhaṅgasuttaṃ	sukhavinicchayaṃ jaññā, sukhavinicchayaṃ ñatvā ajjhattaṃ sukham'<b>anuyuñjeyya</b>.				DHP 247	malavaggo	surāmerayapānañ'ca, yo naro <b>anuyuñjati</b>.<br/>idh'evam'eso lokasmiṃ, mūlaṃ khaṇati attano.																	anuyuñj	ati pr	49	4	152	[sound:anuyuñjati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anuyuñjati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
24335	hiṃsati	pp		pr					trans	+acc	harms; hurts; injures; (comm) hurts; kills; destroys			√his 2 ṃa (to hurt, harm)	√his + ṃa > hiṃsa	hiṃsa + ti	sṃ > ṃs (metathesis)					hiṃsati	√hiṃs		(SNa) <b>hiṃsantī</b>'ti viheṭhenti nāsenti vināsenti.				DHP 132	daṇḍavaggo	sukhakāmāni bhūtāni,<br/>yo daṇḍena na <b>hiṃsati</b>,<br/>attano sukham'esāno,<br/>pecca so labhate sukhaṃ.				DHP 270	dhammaṭṭhavaggo	na tena ariyo hoti,<br/>yena pāṇāni <b>hiṃsati</b>,<br/>ahiṃsā sabbapāṇānaṃ,<br/>ariyo'ti pavuccati.				AN 9.11	sīhanādasuttaṃ	seyyathā'pi usabho chinnavisāṇo sūrato sudanto suvinīto rathiyāya rathiyaṃ siṅghāṭakena siṅghāṭakaṃ anvāhiṇḍanto na kiñci <b>hiṃsati</b> pādena vā visāṇena vā				TH 176	vāraṇattheragāthā	yo'dha koci manussesu, parapāṇāni <b>hiṃsati</b>. <br/>asmā lokā paramhā ca, ubhayā dhaṃsate naro.											hiṃs	ati pr	49	4	147		moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=hiṃsati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
45151	paṭipajjati 1	pp		pr					trans	+acc	follows a path; undertake a journey; travels			√pad 3 ya (to go, step)	√pad + ya > pajja	pati + pajja + ti	dy > jj					pratipadyate	√pad						VIN PAT PC 27	saṃvidhānasikkhāpadaṃ	yo pana bhikkhu bhikkhuniyā saddhiṃ saṃvidhāya ek'addhānamaggaṃ <b>paṭipajjeyya</b> antamaso gām'antaram'pi aññatra samayā, pācittiyaṃ.				SN 12.63	puttamaṃsūpamasuttaṃ	seyyathā'pi, bhikkhave, dve jāyampatikā parittaṃ sambalaṃ ādāya kantāramaggaṃ <b>paṭipajjeyyuṃ</b>				MN 39	mahāassapurasuttaṃ	seyyathā'pi puriso sadhano sabhogo kantār'addhānamaggaṃ <b>paṭipajjeyya</b>. so aparena samayena tamhā kantārā nitthareyya sotthinā abbhayena, na c'assa kiñci bhogānaṃ vayo.				MN 54.2	potaliyasuttaṃ	so tehi yācitakehi bhogehi purakkhato parivuto antar'āpaṇaṃ <b>paṭipajjeyya</b>.											paṭipajj	ati pr	49	4	190	[sound:paṭipajjati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭipajjati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
66649	vihāsi	ps		aor		viharati			intrans		lived; remained; stayed in			√har 1 a (to live)	√har + a > hara > hā (irreg)	vi + hā + si						vihṛ	√hṛ						MN 112	chabbisodhanasuttaṃ	so evaṃ pabbajito samāno bhikkhūnaṃ sikkhāsājīvasamāpanno pāṇ'ātipātaṃ pahāya pāṇ'ātipātā paṭivirato ahosiṃ nihitadaṇḍo nihitasattho, lajjī day'āpanno sabbapāṇabhūtahit'ānukampī <b>vihāsiṃ</b>.				SNP 4	kasibhāradvājasuttaṃ<br/>uragavaggo 4	tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭh'eva dhamme sayaṃ abhiññā sacchikatvā upasampajja <b>vihāsi</b>.				SN 6.2	gāravasuttaṃ	sabbe saddhammagaruno, <b>vihariṃsu</b> viharanti ca. <br/>athā'pi viharissanti, esā buddhāna dhammatā.	Dhamma-gārava	Respect for the Dhamma	Verses	MN 75	māgaṇḍiyasuttaṃ	rājamahāmatto vā pañcahi kāmaguṇehi samappito samaṅgībhūto paricārayamāno kāmataṇhaṃ appahāya kāmapariḷāhaṃ appaṭivinodetvā vigatapipāso ajjhattaṃ vūpasantacitto <b>vihāsi</b> vā viharati vā viharissati vā.										07n	vi	hari aor	49	4	205	[sound:coming-soon.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vihāsi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
33088	maṇi 1	ps		masc							jewel; gemstone; crystal											maṇi							DHP 161	attavaggo	attanā hi kataṃ pāpaṃ,<br/>attajaṃ attasambhavaṃ,<br/>abhimatthati dummedhaṃ,<br/>vajiraṃ'v'asmamayaṃ <b>maṇiṃ</b>.				SN 42.10	maṇicūḷakasuttaṃ	nappaṭiggaṇhanti samaṇā sakyaputtiyā jātarūparajataṃ, nikkhitta<b>maṇi</b>suvaṇṇā samaṇā sakyaputtiyā apetajātarūparajatā'ti.				TH 251	raṭṭhapālattheragāthā	passa cittakataṃ rūpaṃ, <b>maṇinā</b> kuṇḍalena ca. <br/>aṭṭhiṃ tacena onaddhaṃ, saha vatthehi sobhati.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	MN 54.2	potaliyasuttaṃ	seyyathā'pi, gahapati, puriso yācitakaṃ bhogaṃ yācitvā yānaṃ vā poriseyyaṃ pavara<b>maṇi</b>kuṇḍalaṃ.										12n	maṇ	i masc	49	4	140	[sound:coming-soon.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=maṇi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
