Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
añjali	sp	8	masc							palms placed together (as a token of respect)			√añj 1 a (to pay respect)		√añj + ali	añjali, fr. añjati	√añc √añj										SN 11.3	dhajaggasuttaṃ	yad'idaṃ cattāri purisayugāni aṭṭha purisapuggalā esa bhagavato sāvakasaṅgho, āhuneyyo pāhuneyyo dakkhiṇeyyo <b>añjali</b>-karaṇīyo anuttaraṃ puññakkhettaṃ lokassa	Saṅgh'ābhitthuti	Homage to the Saṅgha	Homage to the Triple Gem	UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'<b>añjaliṃ</b> paṇāmetvā bhagavantaṃ etad'avoca				04n	añjal	i masc	13	4	128	[sound:añjali.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=añjali&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
uttarāsaṅga	pp	8	masc	comp						upper robe					uttara + āsanga	uttarāsaṅga					MN 91	brahmāyusuttaṃ	evaṃ vutte, brahmāyu brāhmaṇo uṭṭh'āyāsanā ek'aṃsaṃ <b>uttar'āsaṅgaṃ</b> karitvā, yena bhagavā ten'añjaliṃ paṇāmetvā tikkhattuṃ udānaṃ udāneti										UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ <b>uttar'āsaṅgaṃ</b> karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca					uttarāsaṅg	a masc	13			[sound:uttarāsaṅga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uttarāsaṅga&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ekaṃsaṃ	nnp	8	ind	adv, comp, acc sg	ekaṃsa					on one shoulder; over one shoulder					eka + aṃsa + aṃ<br/>ekaṃsa + aṃ	adhyaṃsa					TH 227	sopākattheragāthā	<b>ek'aṃsaṃ</b> cīvaraṃ katvā,<br/>saṃharitvāna pāṇayo,<br/>anucaṅkamissaṃ virajaṃ,<br/>sabbasattānam'uttamaṃ.				VIN 4.1.15	upajjhāya vatta kathā	kālass'eva vuṭṭhāya upāhanā omuñcitvā <b>ek'aṃsaṃ</b> uttar'āsaṅgaṃ karitvā dantakaṭṭhaṃ dātabbaṃ, mukh'odakaṃ dātabbaṃ, āsanaṃ paññapetabbaṃ.				UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā <b>ek'aṃsaṃ</b> uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca					-		13			[sound:ekaṃsaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ekaṃsaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āsana 1	psp	8	nt		āsati					seat; chair; lit. sitting			√ās 1 a (to sit)		√ās + ana	āsana	√ās				SN 47.10	bhikkhunupassayasuttaṃ	āyasmā ānando tā bhikkhuniyo dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāya-<b>āsanā</b> pakkāmi				PAT PK	dhammayuttika-pubbakicca	taṇ'ṭhāna-sammajjanañ'ca; tattha padīp'ujjalanañ'ca; <b>āsana</b>-paññapanañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha	UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'<b>āsanā</b> ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca				80n	āsan	a nt	13	9	895	[sound:āsana.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āsana 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
uṭṭhāya	pp	8	ger		uṭṭhahati			intrans	+abl	rising (from); getting up (from)			√ṭhā 1 a (to stand)		ud + √ṭhā + ya	utthāya	√sthā				DHP 240	malavaggo	ayasā’va malaṃ samuṭṭhitaṃ, tat'<b>uṭṭhāya</b> tam’eva khādati. <br/>evaṃ ati-dhona-cārinaṃ, sāni kammāni nayanti duggatiṃ.										UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, <b>uṭṭhāya-</b>āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca					-		13	8	379	[sound:uṭṭhāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uṭṭhāya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mahāmoggallāna	pp	8	masc	comp						name of one of the Buddha's chief disciples; great disciple of the Buddha; foremost disciple in psychic power; lit. great descendent of Muggala					mahā + moggallāna	mahāmaudgalyāyana		mahāmoggalāna	(AN 1.190) etad'aggaṃ, bhikkhave, mama sāvakānaṃ bhikkhūnaṃ iddhimantānaṃ yad'idaṃ mahāmoggallāno<br/>(UDa) mahāmoggallāno'ti pūjāvacanaṃ. guṇavisesehi mahanto moggallāno'ti hi mahāmoggallāno.		AN 7.61	pacalāyamānasuttaṃ	tena kho pana samayena āyasmā <b>mahāmoggallāno</b> magadhesu kallavāḷaputtagāme pacalāyamāno nisinno hoti.										UD 45	uposathasuttaṃ	atha kho āyasmā <b>mahāmoggallāno</b> taṃ puggalaṃ bāhāyaṃ gahetvā bahidvārakoṭṭhakā nikkhāmetvā sūcighaṭikaṃ datvā yena bhagavā ten'upasaṅkami					mahāmoggallān	a masc	13			[sound:mahāmoggallāna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mahāmoggallāna&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhagavatā	psp	8	masc	instr sg	bhagavant					by the Buddha; with the Buddha			√bhaj 1 a (to divide, distribute)		√bhaj > bhag + a + vant + ā<br/>bhaga + vatā	bhagavatā	√bhaj				SN 22.4	dutiyahāliddikānisuttaṃ	imassa nu kho, bhante, <b>bhagavatā</b> saṃkhittena bhāsitassa kathaṃ vitthārena attho daṭṭhabbo’ti?				SN 11.3	dhajaggasuttaṃ	svākkhāto <b>bhagavatā</b> dhammo sandiṭṭhiko akāliko ehipassiko opanayiko paccattaṃ veditabbo viññūhi	Dhamm’ābhitthuti	Homage to the Dhamma	Homage to the Triple Gem	AN 2.16	adhikaraṇavaggo	atha kho aññataro brāhmaṇo yena bhagavā ten'upasaṅkami; upasaṅkamitvā <b>bhagavatā</b> saddhiṃ sammodi.				03n	!bhagav	ant masc	13			[sound:bhagavatā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhagavatā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tena 3	sp	8	ind	adv, instr sg	ta					there					ta + ena	tena											SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya rattiyā abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā <b>ten</b>’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	AN 2.16	adhikaraṇavaggo	atha kho aññataro brāhmaṇo yena bhagavā <b>tena</b>-upasaṅkami; upasaṅkamitvā bhagavatā saddhiṃ sammodi.				51n	-		13			[sound:tena.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tena 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tenupasaṅkami	psp	8	aor	comp vb						approached there; went to that place					tena + upasaṅkami	tena + upasaṃkram					SN 35.234	udāyīsuttaṃ	atha kho āyasmā udāyī sāy'anhasamayaṃ paṭisallānā vuṭṭhito yen'āyasmā ānando <b>ten'upasaṅkami</b>				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya rattiyā abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā <b>ten’upasaṅkami</b>	Maṅgala-sutta	The Highest Blessings	Protective Recitations	AN 2.16	adhikaraṇavaggo	atha kho aññataro brāhmaṇo yena bhagavā <b>ten'upasaṅkami</b>; upasaṅkamitvā bhagavatā saddhiṃ sammodi.				51n	tenupasaṅkam	i aor	13			[sound:tenupasaṅkami.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tenupasaṅkami&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yena 3	psp	8	ind	adv, instr sg	ya					where; wherever					ya + ena	yena					MN 39	mahāassapurasuttaṃ	seyyathā’pi puriso dāso assa anatt’ādhīno par’ādhīno na <b>yena</b>-kāmaṃgamo. so aparena samayena tamhā dāsabyā mucceyya				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya rattiyā abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā <b>yena</b> bhagavā ten’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	AN 2.16	adhikaraṇavaggo	atha kho aññataro brāhmaṇo <b>yena</b> bhagavā ten'upasaṅkami; upasaṅkamitvā bhagavatā saddhiṃ sammodi.				51n	-		13			[sound:yena.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yena 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
aññatara 1	psp	8	pron		añña					a certain; a					añña + tara	anyatara					AN 4.184	abhayasuttaṃ	tassa <b>aññatarena</b> gāḷhena rog’ātaṅkena phuṭṭhassa evaṃ hoti — ‘piyā vata maṃ kāmā jahissanti, piye c’āhaṃ kāme jahissāmī’ti.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho <b>aññatarā</b> devatā abhikkantāya rattiyā abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	AN 2.16	adhikaraṇavaggo	atha kho <b>aññataro</b> brāhmaṇo yena bhagavā ten'upasaṅkami; upasaṅkamitvā bhagavatā saddhiṃ sammodi.				51n	aññatar	a pron	13	10	1000	[sound:aññatara.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aññatara 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yāva 1	ssp	8	ind	prep					+abl	as long as; as far as; up to; until; from … to …						yāvat					Sri Lanka		iminā puñña-kammena mā me bāla-samāgamo. sataṃ samāgamo hotu, <b>yāva</b> nibbāna-pattiyā.	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits	AN 7.23	paṭhamasattakasuttaṃ	<b>yāva</b>-kīvañca bhikkhave bhikkhū abhiṇhaṃ sannipātā bhavissanti sannipātabahulā, vuddhi’y’eva pāṭikaṅkhā no parihāni	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	DHP 284	maggavaggo	<b>yāva</b> hi vanatho na chijjati, aṇumatto'pi narassa nārisu,<br/>paṭibaddhamano'va tāva so, vaccho khīrapako'va mātari.				27n	-		13	9	678	[sound:yāva.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yāva 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yannūnāhaṃ	s	8	sandhi	pron + ind + pron						what if I; maybe I should; let me					yaṃ + nūna + ahaṃ	yad + nūnam + aham		yaṃnūnāhaṃ															MN 27	cūḷahatthipadopamasuttaṃ	<b>yan’nūn’āhaṃ</b> kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyan’ti.	Anupubba-sikkhā	The Gradual Training	Teachings	18n	!	ya nūna ahaṃ	13			[sound:yannūnāhaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yannūnāhaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sā 1	psp	8	pron	fem nom sg	ta					she; that						sā					TH 179	sāṭimattiyattheragāthā	aniccā hi calā saddhā, evaṃ diṭṭhā hi <b>sā</b> mayā.<br/>rajjanti’pi virajjanti, tattha kiṃ jiyyate muni.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	upasaṅkamitvā bhagavantaṃ abhivādetvā ekam’antaṃ aṭṭhāsi. <br/>ekam’antaṃ ṭhitā kho <b>sā</b> devatā bhagavantaṃ gāthāya ajjhabhāsi	Maṅgala-sutta	The Highest Blessings	Protective Recitations	DNa 16.4	mahāparinibbāna suttavaṇṇanā	<b>sā</b> pattaṃ gahetvā ākāse khipi. patto ākāse aṭṭhāsi				51n	!*	ta pron	13			[sound:sā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ratti	pss	8	fem							night						rātri					DHP 060	bālavaggo	dīghā jāgarato <b>ratti</b>, dīghaṃ santassa yojanaṃ,<br/>dīgho bālānaṃ saṃsāro, saddhammaṃ avijānataṃ.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya <b>rattiyā</b> abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	MN 107	gaṇakamoggallānasuttaṃ	<b>rattiyā</b> majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappeyyāsi pāde pādaṃ accādhāya sato sampajāno uṭṭhānasaññaṃ manasikaritvā	Anupubba-sikkhā	The Gradual Training	Teachings	51n	*	ratti fem	13			[sound:ratti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ratti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nisajja	pp	8	ger		nisīdati			intrans		sitting down			√sad 1 a (to sink, sit, settle)		ni + √sad + ya	nyāsadya	√sad				MN 61	ambalaṭṭhikarāhulovādasuttaṃ	nisīdi bhagavā paññatte āsane. <b>nisajja</b> pāde pakkhālesi.										AN 8.30	anuruddha mahāvitakkasuttaṃ	<b>nisajja</b> kho bhagavā bhikkhū āmantesi					-		13	8	76	[sound:nisajja.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nisajja&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kaṇha 1	s	8	adj							dark; black; evil						kṛṣṇa																	DHP 087	paṇḍitavaggo	<b>kaṇhaṃ</b> dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito, <br/>okā anokam’āgamma, viveke yattha dūramaṃ.	Ti-lakkhaṇā	The Three Characteristics	Verses	10n	kaṇh	a adj	13	11	147	[sound:kaṇha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kaṇha 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
etādisa	ps	8	adj	comp						of this kind; of this type; such as this					eta + ādisa	etādṛśa					SNP 38	dvayatānupassanāsuttaṃ<br/>mahāvaggo 12	yena yena hi maññanti, tato taṃ hoti aññathā, <br/><b>etādiso</b> vinābhāvo, passa lokassa pariyāyaṃ.										SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	<b>etādisāni</b> katvāna, sabbattha’m’aparājitā.<br/>sabbattha sotthiṃ gacchanti, taṃ tesaṃ maṅgalam’uttaman”ti. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	51n	etādis	aī adj	13			[sound:etādisa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=etādisa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ciṇṇamānatta	p	8	adj	comp						who has performed penance; who has completed deference					ciṇṇa + mānatta	cīrṇa + mānatva				possible example of nom abs clause, see SCPN §26													VIN PAT SA	saṅghādisesuddeso	<b>ciṇṇamānatto</b> bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho tattha so bhikkhu abbhetabbo.					ciṇṇamānatt	a adj	13			[sound:ciṇṇamānatta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ciṇṇamānatta&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anañña	ppp	8	pron	in comps	na añña	neg				not another; no other					na + añña	ananya			(VIN 2.1.16) anaññan'ti na añño koci paccayo		VIN PAT PC 16	anupakhajja sikkhāpada	`yassa sambādho bhavissati so pakkamissatī'ti, eta'deva paccayaṃ karitvā <b>anaññaṃ</b>, pācittiyaṃ.				MN 91	brahmāyusuttaṃ	āgatāni kho, tāta uttara, amhākaṃ mantesu dvattiṃsamahāpurisalakkhaṇāni, yehi samannāgatassa mahāpurisassa dve'y'eva gatiyo bhavanti <b>anaññā</b>.				VIN PAT PC 42	paṇītabhojana sikkhāpada	 tassa dāpetvā vā adāpetvā vā uyyojeyya: “gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī”ti. etad'eva paccayaṃ karitvā <b>anaññaṃ</b>, pācittiyaṃ.					anaññ	a pron	13		35	[sound:anañña.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anañña&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
etadeva	ppp	8	sandhi	pron + ind						just this; only this					etaṃ > etad + eva	etad + eva					VIN PAT PC 16	anupakhajja sikkhāpada	`yassa sambādho bhavissati so pakkamissatī'ti, <b>etad'eva</b> paccayaṃ karitvā anaññaṃ, pācittiyaṃ.				VIN PAT PC 78	upassuti sikkhāpada	`yaṃ ime bhaṇissanti taṃ sossāmī'ti, <b>etad'eva</b> paccayaṃ karitvā anaññaṃ, pācittiyaṃ.				VIN PAT PC 42	paṇītabhojana sikkhāpada	 tassa dāpetvā vā adāpetvā vā uyyojeyya: “gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī”ti. <b>etad'eva</b> paccayaṃ karitvā anaññaṃ, pācittiyaṃ.					!	eta eva	13			[sound:etadeva.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=etadeva&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
esohamasmi	s	9	sandhi	pron + pron + pr						I am this; this is me					eso + ahaṃ + amsi	etaḥ + aham + asmi																	SN 22.59	anattalakkhaṇasuttaṃ	“yaṃ pan’āniccaṃ dukkhaṃ vipariṇāma-dhammaṃ, kallaṃ nu taṃ samanupassituṃ — ‘etaṃ mama, <b>eso’ham’asmi</b>, eso me attā’ti? “no h’etaṃ, bhante”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	!	eta ahaṃ amsi	13			[sound:esohamasmi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=esohamasmi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
samanupassituṃ	s	9	inf		samanupassati			trans	+acc	to see; to regard; to consider			√dis 1 a (to see)	√dis + a > passa (irreg)	saṃ + anu + passa + ituṃ	samanupaś	√dṛś																SN 22.59	anattalakkhaṇasuttaṃ	“yaṃ pan’āniccaṃ dukkhaṃ vipariṇāma-dhammaṃ, kallaṃ nu taṃ <b>samanupassituṃ</b> — ‘etaṃ mama, eso’ham’asmi, eso me attā’ti? “no h’etaṃ, bhante”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	-		13	9	77	[sound:samanupassituṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=samanupassituṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nu	ps	9	ind	interr						surely?; didn't?; wouldn't?											SN 5.10	vajirāsuttaṃ	kiṃ nu satto’ti paccesi, māra diṭṭhigataṃ <b>nu</b> te. <br/>suddha-saṅkhāra-puñjo’yaṃ, na'y'idha satt’upalabbhati.										SN 22.59	anattalakkhaṇasuttaṃ	“yaṃ pan’āniccaṃ dukkhaṃ vipariṇāma-dhammaṃ, kallaṃ <b>nu</b> taṃ samanupassituṃ — ‘etaṃ mama, eso’ham’asmi, eso me attā’ti? “no h’etaṃ, bhante”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	-		13	9	2448	[sound:nu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nu&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kallaṃ	s	9	ind	acc sg	kalla		impers		+dat +inf	it is suitable (to); it is proper (to); it is fit (for); lit. healthy			√kal 1 a (to calculate, add)		√kal + ya + aṃ	kalya +	√kal																SN 22.59	anattalakkhaṇasuttaṃ	“yaṃ pan’āniccaṃ dukkhaṃ vipariṇāma-dhammaṃ, <b>kallaṃ </b>nu taṃ samanupassituṃ — ‘etaṃ mama, eso’ham’asmi, eso me attā’ti? “no h’etaṃ, bhante”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	-		13	9	136	[sound:kallaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kallaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
vipariṇāmadhamma	s	9	adj	comp						changing nature; subject to change					vipariṇāma + dhamma	vipariṇāma + dharma																	SN 22.59	anattalakkhaṇasuttaṃ	“yaṃ pan’āniccaṃ dukkhaṃ <b>vipariṇāmadhammaṃ</b>, kallaṃ nu taṃ samanupassituṃ — ‘etaṃ mama, eso’ham’asmi, eso me attā’ti? “no h’etaṃ, bhante”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	vipariṇāmadhamm	a adj	13			[sound:vipariṇāmadhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vipariṇāmadhamma&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
