ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Notes SBS	Notes RU	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	no. for class filter	Feedback
55425	sayanāsana	s	9	nt	comp						living place; lit. sleeping and sitting					sayana + āsana				dvanda	sayana <b>ca</b> āsana <b>ca</b>	śayanāsana																			DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ'ca <b>sayan'āsanaṃ, </b><br/>adhicitte ca āyogo, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses							09n	sayanāsan	a nt	15			[sound:sayanāsana.mp3]	√√	sayanāsana	living place; lit. sleeping and sitting			2765	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sayanāsana&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
14089	bhatta 1.1	ss	9	nt	pp	bhajati					food; boiled rice; lit. shared			√bhaj 1 a (to divide, distribute)		√bhaj + ta	j > t	kita	ta			bhakta	√bhaj																		DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca <b>bhattasmiṃ</b>, pantañ'ca sayan'āsanaṃ, <br/>adhicitte ca āyogo, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	MN 107	gaṇakamoggallānasuttaṃ	so pacchā<b>bhattaṃ</b> piṇḍapātapaṭikkanto nisīdati pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.	Anupubba-sikkhā	The Gradual Training	Teachings	18n	bhatt	a nt	15	9	289	[sound:bhatta.mp3]	√	bhatta 1	boiled rice; food; meal	moved		751	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhatta 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9021	appassuta	ps	9	adj	comp						ignorant; uneducated; unlearned; lit. heard little					appa + suta				dutiyā tappurisa	app<b>aṃ</b> + suta	alpa + śruta													DHP 152	jarāvaggo	<b>appassut</b>'āyaṃ puriso, balibaddho'va jīrati, <br/>maṃsāni tassa vaḍḍhanti, paññā tassa na vaḍḍhati.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	MN 8	sallekhasuttaṃ	anottāpissa purisapuggalassa ottappaṃ hoti parinibbānāya. <b>appassutassa</b> purisapuggalassa bāhusaccaṃ hoti parinibbānāya.										15n	appassut	a adj	15			[sound:appassuta.mp3]	√√	appassuta	ignorant; uneducated; unlearned; lit. heard little	moved		470	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=appassuta&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
66328	vicikicchituṃ	p	9	inf		vikicchati		desid	intrans		to doubt; to be uncertain			√cit 8 cha (to think, intend)	√cit + cit + cha > cikiccha (desid)	vi + cikiccha + ituṃ	c > k					vicit	√cit																		AN 3.66	kesamuttisuttaṃ	alañ'hi vo, kālāmā, kaṅkhituṃ alaṃ <b>vicikicchituṃ</b>. kaṅkhanīy'eva pana vo ṭhāne vicikicchā uppannā.											-		15		3	[sound:vicikicchituṃ.mp3]	√√	vicikicchituṃ	to doubt; to be uncertain			3285	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vicikicchituṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
27333	kaṅkhituṃ	p	9	inf		kaṅkhati			intrans	+loc	to doubt; to be uncertain (about)			√kaṅkh 1 a (to doubt)	√kaṅkh + a > kaṅkha	√kaṅkh + ituṃ						śaṅkitum	√śaṅk																		AN 3.66	kesamuttisuttaṃ	alañ'hi vo, kālāmā, <b>kaṅkhituṃ</b> alaṃ vicikicchituṃ. kaṅkhanīy'eva pana vo ṭhāne vicikicchā uppannā.											-		15		3	[sound:kaṅkhituṃ.mp3]	√√	kaṅkhituṃ	to doubt; to be uncertain about			1434	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kaṅkhituṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18299	dassāvī 1	ps	9	adj	in comps, app	√dis					seeing; knowing; aware of; lit. who has seen			√dis 1 a (to see)	√dis + a > disa > dassa (irreg)	dassa + āvī		kita	āvī			darśavant, darśivas	√dṛś																		SN 16.1	santuṭṭhasuttaṃ	aladdhā ca cīvaraṃ na ca paritassissāma, laddhā ca cīvaraṃ agadhitā amucchitā anajjhāpannā ādīnava<b>dassāvino</b> nissaraṇapaññā paribhuñjissāma.										18n	dassāv	ī adj	15			[sound:dassāvī.mp3]	√√	dassāvī 1	seeing; knowing; aware of; lit. who has seen	moved		965	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dassāvī 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18466	desetuṃ	pp	9	inf		deseti		caus	trans	+acc & +dat	to preach (to); to teach (to); to explain (to)			√dis 1 *e (to point out, explain)	√dis + *e > dese (caus)	dese + tuṃ	i > e					deṣṭum	√diś		(SNa) <b>desetun</b>'ti pakāsetuṃ.				SN 35.234	udāyīsuttaṃ	sakkā evam'eva viññāṇaṃ pidaṃ ācikkhituṃ <b>desetuṃ</b> paññapetuṃ paṭṭhapetuṃ vivarituṃ vibhajituṃ uttānīkātuṃ, iti'p'idaṃ viññāṇaṃ anattā''ti?										VIN 4.1.14	sāriputtamoggallānapabbajjākathā	ahaṃ kho, āvuso, navo acirapabbajito, adhunāgato imaṃ dhammavinayaṃ, na t'āhaṃ sakkomi vitthārena dhammaṃ <b>desetuṃ</b>, api ca te saṃkhittena atthaṃ vakkhāmī'ti											-		15	14	46	[sound:desetuṃ.mp3]	√√	desetuṃ	to preach (to); to teach (to); to explain (to)			974	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=desetuṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
68738	vitthārena 1	ppp	9	ind	adv, instr sg	vitthāra					in detail; in full; thoroughly			√thar 1 a (to spread, expand)		vi + √thar > thār + *a + ena<br/>vitthāra + ena	a > ā					vistareṇa	√stṛ √stṝ						MN 18	madhupiṇḍikasuttaṃ	yaṃ kho no, āvuso, bhagavā saṃkhittena uddesaṃ uddisitvā <b>vitthārena</b> atthaṃ avibhajitvā uṭṭhāy'āsanā vihāraṃ paviṭṭho				SN 22.4	dutiyahāliddikānisuttaṃ	imassa nu kho, bhante, bhagavatā saṃkhittena bhāsitassa kathaṃ <b>vitthārena</b> attho daṭṭhabbo'ti?				VIN 4.1.14	sāriputtamoggallānapabbajjākathā	ahaṃ kho, āvuso, navo acirapabbajito, adhunāgato imaṃ dhammavinayaṃ, na t'āhaṃ sakkomi <b>vitthārena</b> dhammaṃ desetuṃ, api ca te saṃkhittena atthaṃ vakkhāmī'ti											-		15	13	401	[sound:vitthārena.mp3]	√√	vitthārena 1	in detail; in full			3395	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vitthārena 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50387	sakkoti	ppp	9	pr					intrans	+inf	is able (to)			√sak 4 ṇo (to be able, powerful)	√sak + ṇo > sakko	sakko + ti						śaknoti	√śak						SN 35.88	puṇṇasuttaṃ	sādhu sādhu, puṇṇa! <b>sakkhissasi</b> kho tvaṃ, puṇṇa, iminā dam'ūpasamena samannāgato sunāparantasmiṃ janapade vatthuṃ.				SNa 35.228	paṭhama samuddasuttaṃ vaṇṇanā	tassa hi pathavito yāva akaniṭṭhabrahmalokā nīl'ādiārammaṇaṃ samosarantaṃ paripuṇṇabhāvaṃ kātuṃ na <b>sakkoti</b>, evaṃ duppūraṇ'aṭṭhena'pi samuddo.				VIN 4.1.14	sāriputtamoggallānapabbajjākathā	ahaṃ kho, āvuso, navo acirapabbajito, adhunāgato imaṃ dhammavinayaṃ, na t'āhaṃ <b>sakkomi</b> vitthārena dhammaṃ desetuṃ, api ca te saṃkhittena atthaṃ vakkhāmī'ti											sakk	oti pr	15	3	163	[sound:sakkoti.mp3]	√√	sakkoti	is able (to)			2520	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakkoti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59446	te 2.3	psp	9	pron	2nd dat sg	tvaṃ					for you; to you											tvasmai		tava, tuyhaṃ					VIN PAT PA 3	manussaviggaha sikkhāpada	ambho purisa, kiṃ tuyh'iminā pāpakena dujjīvitena? matan'<b>te</b> jīvitā seyyo'ti				Trad		bhavatu sabbamaṅgalaṃ, rakkhantu sabbadevatā, <br/>sabbadhammaanubhāvena, sadā sotthi bhavantu <b>te</b>	Bhavatu-sabba-maṅgalaṃ		Protective Recitations	VIN 4.1.14	sāriputtamoggallānapabbajjākathā	ahaṃ kho, āvuso, navo acirapabbajito, adhunāgato imaṃ dhammavinayaṃ, na <b>te</b>ahaṃ sakkomi vitthārena dhammaṃ desetuṃ, api ca te saṃkhittena atthaṃ vakkhāmī'ti										62n	!*	tvaṃ pron	15	5	9023	[sound:te.mp3]	√√	te 5	for you; to you			2978	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=te 2.3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69646	yasmā	s	9	ind	adv, abl sg	ya					because; since					ya + smā						yasmāt																			SN 22.59	anattalakkhaṇasuttaṃ	<b>yasmā</b> ca kho, bhikkhave, rūpaṃ anattā, tasmā rūpaṃ ābādhāya saṃvattati, na ca labbhati rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	-		15			[sound:yasmā.mp3]	√√	yasmā	because; since; from this			3455	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yasmā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69647	yasmā ca kho	s	9	idiom	adv + ind + ind						but because											yasmāt + ca + khalu																			SN 22.59	anattalakkhaṇasuttaṃ	<b>yasmā ca kho</b>, bhikkhave, rūpaṃ anattā, tasmā rūpaṃ ābādhāya saṃvattati, na ca labbhati rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	!	yasmā ca kho	15			[sound:yasmā ca kho.mp3]	√√	yasmā ca kho	but because; lit. but from this indeed			3456	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yasmā ca kho&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69474	yaṃ 1	pss	9	pron	nom sg	ya					which; whoever; whatever; that which					ya + aṃ						yaḥ							SN 22.79	khajjanīyasuttaṃ	<b>yaṃ</b> kiñci rūpaṃ atīt'ānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā  n'etaṃ mama				DN 22.18	mahāsatipaṭṭhānasuttaṃ	<b>yaṃ</b> kho bhikkhave dukkhe ñāṇaṃ, dukkhasamudaye ñāṇaṃ, dukkhanirodhe ñāṇaṃ, dukkhanirodhagāminiyā paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 22.59	anattalakkhaṇasuttaṃ	<b>yaṃ</b> pan'āniccaṃ dukkhaṃ vipariṇāmadhammaṃ, kallaṃ nu taṃ samanupassituṃ, etaṃ mama, eso'ham'asmi, eso me attā'ti? no h'etaṃ, bhante.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							21n	y	a pron	15			[sound:yaṃ.mp3]	√√	yaṃ 1	whoever; whatever; that which			3437	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yaṃ 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
60311	tīṇi	psp	9	card	nt nom & acc pl	ti					three (3)					ti + iṇi						trīṇi		tīni					MN 2.2	sabbāsavasuttaṃ	tassa evaṃ yoniso manasikaroto <b>tīṇi</b> saṃyojanāni pahīyanti, sakkāyadiṭṭhi, vicikicchā, sīlabbataparāmāso. ime vuccanti āsavā dassanā pahātabbā.				PAT PK	dhammayuttika-pubbakicca	tattha purimesu catūsu kiccesu idāni suriy'ālokassa atthitāya n'atthi, aparāni <b>tīṇi</b> bhikkhūnaṃ vattaṃ jānantehi bhikkhūhi katāni pariniṭṭhitāni honti.	Pubbakicca	Preliminary duty	International Pātimokkha	AN 3.112	paṭhamanidānasuttaṃ	<b>tīṇ</b>'imāni, bhikkhave, nidānāni kammānaṃ samudayāya. katamāni tīṇi?										80n	!	ti	15			[sound:tīṇi.mp3]	√√	tīṇi	three (3)			3033	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tīṇi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59010	tasmā 2	pss	9	ind	adv, abl sg	ta					therefore; that is why; lit. from that					ta + smā						tasmāt							DHP 380	bhikkhuvaggo	attā hi attano nātho, (ko hi nātho paro siyā), attā hi attano gati. <br/><b>tasmā</b> saṃyamam'attānaṃ, assaṃ bhadraṃ'va vāṇijo.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	<b>tasmā</b> hi bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya. <br/>divā ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha appamattā.	Ratana-sutta		Protective Recitations	TH 251	raṭṭhapālattheragāthā	<b>tasmā</b> hi paññā'va dhanena seyyā, yāya vosānam'idh'ādhigacchati. <br/>abyositattā hi bhav'ābhavesu, pāpāni kammāni karoti mohā.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses							52n	-		15			[sound:tasmā.mp3]	√√	tasmā 2	therefore; that is why; lit. from that			2931	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tasmā 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
54538	sārambha 2.1	p	9	adj		ārambha					harmful; hurtful; injurious (to living creatures)			√rabh 1 a (to be aroused, violent)	√rabh + a > rabha > rambha (irreg)	sa + ā + rambha + a		kita	a			saṃrambha	√rabh	sārabbha	(VINa) <b>sārambhaṃ anārambhan</b>'ti saupaddavaṃ anupaddavaṃ.																VIN PAT SA 6	kuṭikāra sikkhāpada	<b>sārambhe</b> ce bhikkhu vatthusmiṃ aparikkamane saññācikāya kuṭiṃ kāreyya bhikkhū vā anabhineyya vatthudesanāya pamāṇaṃ vā atikkāmeyya, saṅghādiseso.											sārambh	a adj	15	11	144	[sound:sārambha.mp3]	√√	sārambha 2	harmful; injurious (to living creatures); lit. with violence			2715	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sārambha 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50278	sakkā 1	pps	9	ind	adv	sakkoti		impers		+inf	it is possible (to); one is able (to)			√sak 4 ṇo (to be able, powerful)		√sak + yā	ky > kk	kita	yā			śakya	√śak						DHP 196	buddhavaggo	te tādise pūjayato, nibbute akutobhaye,<br/>na <b>sakkā</b> puññaṃ saṅkhātuṃ, im'ettam'api kenaci.				AN 2.19	adhikaraṇa vaggo	no ce'daṃ, bhikkhave, <b>sakkā</b> abhavissa kusalaṃ bhāvetuṃ, n'āhaṃ evaṃ vadeyyaṃ, kusalaṃ, bhikkhave, bhāvethā'ti.				MN 107	gaṇakamoggallānasuttaṃ	<b>sakkā</b> nu kho, bho gotama, imasmim'pi dhammavinaye evam'eva anupubbasikkhā anupubbakiriyā anupubbapaṭipadā paññapetun'ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	-		15	9	185	[sound:sakkā.mp3]	√√	sakkā 1	it is possible (to); one is able (to)			2514	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakkā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50280	sakkā nu	ps	9	idiom	ind + ind			impers		+inf	is it possible (to)?; is one able (to)?											śakya + nu							AN 4.45	rohitassasuttaṃ	yattha nu kho, bhante, na jāyati na jīyati na mīyati na cavati na upapajjati, <b>sakkā</b> <b>nu</b> kho so, bhante, gamanena lokassa anto ñātuṃ vā daṭṭhuṃ vā pāpuṇituṃ vā'ti?										MN 107	gaṇakamoggallānasuttaṃ	<b>sakkā</b> <b>nu</b> kho, bho gotama, imasmim'pi dhammavinaye evam'eva anupubbasikkhā anupubbakiriyā anupubbapaṭipadā paññapetun'ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	!	sakkā nu	15			[sound:sakkā nu.mp3]	√√	sakkā nu	is it possible (to)?; is one able (to)?			2516	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakkā nu&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34717	na sukaraṃ	pps	9	idiom	ind + adj		neg	impers			it is not easy (to); it is not easy to make											na + sukara							AN 5.54	samayasuttaṃ	puna caparaṃ, bhikkhave, dubbhikkhaṃ hoti dussassaṃ dullabhapiṇḍaṃ, <b>na sukaraṃ</b> uñchena paggahena yāpetuṃ. ayaṃ, bhikkhave, tatiyo asamayo padhānāya.				TH 257	pārāpariyattheragāthā	evaṃ nānappayātamhi, <b>na</b> dāni <b>sukaraṃ</b> tathā.<br/>a'phusitaṃ vā phusituṃ, phusitaṃ v'ānurakkhituṃ.				MN 27	cūḷahatthipadopamasuttaṃ	<b>na</b>'y'idaṃ <b>sukaraṃ</b> agāraṃ ajjhāvasatā ek'antaparipuṇṇaṃ ek'antaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	!	na sukaraṃ	15			[sound:na sukaraṃ.mp3]	√√	na sukaraṃ	it is not easy (to); not easy to do		11	1801	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=na sukaraṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26078	jīvita 1	pss	9	nt	pp	jīvati					life; existence			√jīv 1 a (to live)		√jīv + ita		kita	ita			jīvita	√jīv		(SNa) <b>jīvitan</b>'ti jīvit'indriyaṃ.				AN 5.57	abhiṇhapaccavekkhitabbaṭhānasuttaṃ	tassa taṃ ṭhānaṃ abhiṇhaṃ paccavekkhato yo <b>jīvite</b> jīvitamado so sabbaso vā pahīyati tanu vā pana hoti. idaṃ kho, bhikkhave, atthavasaṃ paṭicca maraṇadhammo'mhi, maraṇaṃ anatīto'ti				DHPa 2.13.7	pesakāradhītāvatthu	addhuvaṃ me <b>jīvitaṃ</b>, dhuvaṃ me maraṇaṃ, avassaṃ mayā maritabbaṃ, maraṇapariyosānaṃ me jīvitaṃ, jīvitaṃ me aniyataṃ , maraṇaṃ me niyataṃ	Anicc’ānussati	Recollection of Impermanence	Reflections	TH 257	pārāpariyattheragāthā	<b>jīvitānaṃ </b>parikkhāre, bhesajje atha paccaye.<br/>na bāḷhaṃ ussukā āsuṃ, yathā te āsavakkhaye	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							36n	jīvit	a nt	15	9	492	[sound:jīvita.mp3]	√√	jīvita 1	life; existence			1391	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jīvita 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
23064	ghāna	ps	9	nt		ghāyati					nose; lit. smelling			√ghā 3 ya (to smell)		√ghā + ana		kita	ana			ghrāṇa	√ghrā						MN 10.13	mahāsatipaṭṭhānasuttaṃ	bhikkhu <b>ghānañ</b>'ca pajānāti, gandhe ca pajānāti										SN 35.28	ādittasuttaṃ	<b>ghānaṃ</b> ādittaṃ, gandhā ādittā, ghānaviññāṇaṃ ādittaṃ, ghānasamphasso āditto	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas							39n	ghān	a nt	15	9	179	[sound:ghāna.mp3]	√√	ghāna	nose			1231	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ghāna&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22054	evameva kho	ppp	9	idiom	ind + ind						similarly; in the same way; so too					evaṃ + eva + kho						evam + evam							SN 46.55	saṅgāravasuttaṃ	seyyathā'pi udapatto āvilo luḷito kalalībhūto andhakāre nikkhitto. <b>evam'eva kho</b> yasmiṃ samaye vicikicchāpariyuṭṭhitena cetasā viharati vicikicchāparetena										MN 52	aṭṭhakanāgarasuttaṃ	<b>evam'eva kho</b> ahaṃ, bhante, imesaṃ ekādasannaṃ amatadvārānaṃ ekam'ekena'pi amatadvārena sakkuṇissāmi attānaṃ sotthiṃ kātuṃ.				UD 45	uposathasuttaṃ	seyyathā'pi mahāsamuddo ekaraso loṇaraso, <br/><b>evam'eva kho</b> ayaṃ dhammavinayo ekaraso vimuttiraso.					!	evaṃ eva kho	15			[sound:evameva kho.mp3]	√√	evameva kho	similarly; in the same way	moved		1169	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=evameva kho&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
21311	eka 3	psp	9	adj							alone; single; solitary											eka							SNP 45	tissametteyyasuttaṃ<br/>aṭṭhakavaggo 7	<b>eko</b> pubbe caritvāna, methunaṃ yo nisevati, <br/>yānaṃ bhantaṃ va taṃ loke, hīnam'āhu puthujjanaṃ.				AN 8.53	saṃkhittasuttaṃ	sādhu me bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā <b>ekā</b> vūpakaṭṭhā appamattā ātāpinī pahit'attā vihareyyan'ti	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	SNP 61	upasīva māṇava pucchā<br/>pārāyanavaggo 6	<b>eko</b> ahaṃ sakka mahantam'oghaṃ,<br/>anissito no visahāmi tārituṃ,<br/>ārammaṇaṃ brūhi samantacakkhu,<br/>yaṃ nissito ogham'imaṃ tareyyaṃ.										24n	*	eka adj	15			[sound:eka.mp3]	√√	eka 3	alone; single			1104	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=eka 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
