Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
vattati 1	pss	7	pr					intrans		proceeds; continues; goes forward; practices			√vatt 1 a (to be, proceed)	√vatt + a > vatta	vatta + ti	vartate	√vṛt (to move on, turn)				MN 137	saḷāyatanavibhaṅgasuttaṃ	tassa sāvakā na sussūsanti, na sotaṃ odahanti, na aññā cittaṃ upaṭṭhapenti, vokkamma ca satthusāsanā <b>vattanti</b>.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū apaññattaṃ na paññāpessanti, paññattaṃ na samucchindissanti, yathā-paññattesu sikkhāpadesu samādāya <b>vattissanti</b>	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	MN 104	sāmagāmasuttaṃ	“ime ce tumhe, ānanda, cha sāraṇīye dhamme samādāya <b>vatteyyātha</b>, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n’ādhivāseyyāthā”ti?	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	27n	vatt	ati pr	83	3	182	[sound:vattati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vattati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
samādāya 1	pss	7	ger		samādāti			trans	+acc	undertaking; taking up; accepting			√ādā 3 ya (to take)		saṃ + √ādā + ya	samādāya	ā√dā				VIN PAT SA 10	saṅghabheda sikkhāpada	yo pana bhikkhu samaggassa saṅghassa bhedāya parakkameyya bhedanasaṃvattanikaṃ vā adhikaraṇaṃ <b>samādāya</b> paggayha tiṭṭheyya				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū apaññattaṃ na paññāpessanti, paññattaṃ na samucchindissanti, yathā-paññattesu sikkhāpadesu <b>samādāya</b> vattissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	MN 104	sāmagāmasuttaṃ	“ime ce tumhe, ānanda, cha sāraṇīye dhamme <b>samādāya</b> vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n’ādhivāseyyāthā”ti?	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	27n	-		83	8	182	[sound:samādāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=samādāya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sāraṇīya	pss	7	adj	ptp	sārajjati					polite; pleasant; charming; cordial; lit. to be desired			√raj 3 ya (to be attached, desire)		saṃ + √raj + aṇīya	saṃrañjanīya	√rañj		(SNa) saritabbabhāvato ca sāraṇīyaṃ.<br/>(ANa) sāraṇīyā'ti saritabbayuttakā.	see PED for discussion on disputed etymology	AN 4.100	potaliyasuttaṃ	upasaṅkamitvā bhagavatā saddhiṃ sammodi. sammodanīyaṃ kathaṃ <b>sāraṇīyaṃ</b> vītisāretvā ekam'antaṃ nisīdi.				MN 48	kosambiyasuttaṃ	cha’y’ime, bhikkhave, dhammā <b>sāraṇīyā</b> piyakaraṇā garukaraṇā saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	MN 104	sāmagāmasuttaṃ	“ime ce tumhe, ānanda, cha <b>sāraṇīye</b> dhamme samādāya vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n’ādhivāseyyāthā”ti?	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	26n	sāraṇīy	a adj	83	11	325	[sound:sāraṇīya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāraṇīya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
siyā	pss	7	opt		atthi			intrans	+nom	could be; may be; might be			√as 1 a (to be)	√as > siya	siya + ā	syāt	√as				DHP 166	attavaggo	atta'd'atthaṃ par’atthena, bahunā’pi na hāpaye, <br/>atta'd'attham’abhiññāya, sadattha-pasuto <b>siyā</b>.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yath’inda-khīlo pathaviṃ sito <b>siyā</b>, catubbhi vātehi asampakampiyo. <br/>tathūpamaṃ sappurisaṃ vadāmi,  yo ariya-saccāni avecca passati.	Ratana-sutta		Protective Recitations	DN 16.36	mahāparinibbānasuttaṃ	“<b>siyā</b> kho pan'ānanda, tumhākaṃ evam'assa — ‘atītasatthukaṃ pāvacanaṃ, n'atthi no satthā’ti.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	52n	*	siyā opt	83	7	802	[sound:siyā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=siyā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
phāsuṃ	ns	7	ind	adv, acc sg	phāsu					easily; comfortably			√phus 1 a (to touch)		√phus > phās + *u + uṃ<br/>phāsu + uṃ	sparśa	√spṛś	phāsu	(ANa) <b>phāsuṃ'y'evā</b>'ti iminā arahattaṃ dasseti. arahattappatto hi sabb'iriyāpathesu phāsu viharati nāma.		AN 8.63	saṃkhittasuttaṃ	yena yen'eva gagghasi <b>phāsuṃ</b>'y'eva gagghasi, yattha yattha ṭhassasi <b>phāsuṃ</b>'y'eva ṭhassasi, yattha yattha nisīdissasi <b>phāsuṃ</b>'y'eva nisīdissasi, yattha yattha seyyaṃ kappessasi <b>phāsuṃ</b>'y'eva seyyaṃ kappessasī'ti.										AN 7.23	paṭhamasattakasuttaṃ	‘kin’ti anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ āgatā ca pesalā sabrahmacārī <b>phāsuṃ</b> vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	-		83			[sound:phāsuṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=phāsuṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anāgata 1	s	7	adj	pp	na āgacchati	neg				not come; not arrived; not present			√gam 1 a (to go)		na + ā + √gam + ta	anāgata	√gam																AN 7.23	paṭhamasattakasuttaṃ	‘kin’ti <b>anāgatā</b> ca pesalā sabrahmacārī āgaccheyyuṃ āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	anāgat	a adj	83			[sound:anāgata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anāgata 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
avañjha	s	7	adj		na vañjhā	neg				not barren; not sterile					na > a + vañjhā	avandhya																	SN 12.22	dutiyadasabalasuttaṃ	‘evaṃ no ayaṃ amhākaṃ pabbajjā avaṅkatā <b>avañjhā</b> bhavissati saphalā saudrayā.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	28n	avañjh	a adj	83			[sound:avañjha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=avañjha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
avaṅkata	s	7	adj		na vaṅkatā	neg				not crooked; non-dishonest; lit. not bent			√vaṅk 1 a (to be bent, crooked)		na > a + √vaṅk + a + tā + a	na + vṛkka	√vak, √vañc	avaṃkatā															SN 12.22	dutiyadasabalasuttaṃ	‘evaṃ no ayaṃ amhākaṃ pabbajjā <b>avaṅkatā</b> avañjhā bhavissati saphalā saudrayā.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	28n	avaṅkat	a adj	83			[sound:avaṅkata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=avaṅkata&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pabbajjā	ss	7	fem		pabbajati					ordination; renunciation; becoming a monastic; lit. going forth			√vaj 1 a (to go on)		pa + √vaj > baj + *ā	pravrajyā	√vraj				MN 27	cūḷahatthipadopamasuttaṃ	‘sambādho ghar’āvāso rajopatho abbhokāso <b>pabbajjā</b>.	Anupubba-sikkhā	The Gradual Training	Teachings							SN 12.22	dutiyadasabalasuttaṃ	‘evaṃ no ayaṃ amhākaṃ <b>pabbajjā</b> avaṅkatā avañjhā bhavissati saphalā saudrayā.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	28n	pabbajj	ā fem	83	7	224	[sound:pabbajjā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pabbajjā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
no 3	ps	7	ind	emph						then; now; indeed						nu					AN 10.176	cundasuttaṃ	kassa <b>no</b> tvaṃ, cunda, soceyyāni rocesī'ti?										SN 12.22	dutiyadasabalasuttaṃ	‘evaṃ <b>no</b> ayaṃ amhākaṃ pabbajjā avaṅkatā avañjhā bhavissati saphalā saudrayā.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	28n	-		83	5	4209	[sound:no.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=no 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pana	psp	7	ind							moreover; and now; but; and next						punar, punaḥ					VIN 1.0	verañjakaṇḍaṃ	’āraddhaṃ kho <b>pana</b> me vīriyaṃ ahosi asallīnaṃ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṃ cittaṃ ek’aggaṃ.				SN 56.11	dhammacakkappavattanasuttaṃ	ñāṇañ’ca <b>pana</b> me dassanaṃ udapādi — ‘akuppā me vimutti, ayam’antimā jāti, n’atthi-dāni punabbhavo’ti.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	VIN PAT SA 3	duṭṭhullavācā sikkhāpada	yo<b> pana</b> bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmaṃ duṭṭhullāhi vācāhi obhāseyya, yathā taṃ yuvā yuvatiṃ methun’ūpasaṃhitāhi, saṅghādiseso.				17n	-		83	13	7839	[sound:pana.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pana&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
obhāsati	p	7	pr							speaks coarsely (to); speaks rudely (to); speaks dirty (to); lit. talks down (to)			√bhās 1 a (to speak)	√bhās + a > bhāsa	ava + bhāsa + ti		√bhāṣ																VIN PAT SA 3	duṭṭhullavācā sikkhāpada	yo pana bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmaṃ duṭṭhullāhi vācāhi <b>obhāseyya</b>, yathā taṃ yuvā yuvatiṃ methun’ūpasaṃhitāhi, saṅghādiseso.					obhās	ati pr	83		18	[sound:obhāsati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=obhāsati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
duṭṭhulla 2	p	7	adj		thūla					rude; obscene; vulgar; depraved			√thūl 8 *e (to be fat, coarse)		dur + √thūl + a	dur + sthūla	√sthūl																VIN PAT SA 3	duṭṭhullavācā sikkhāpada	yo pana bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmaṃ <b>duṭṭhullāhi</b> vācāhi obhāseyya, yathā taṃ yuvā yuvatiṃ methun’ūpasaṃhitāhi, saṅghādiseso.					duṭṭhull	a adj	83			[sound:duṭṭhulla.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=duṭṭhulla 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nahāyati	p	7	pr					intrans		takes a bath; bathes; washes			√nhā 3 ya (to bathe)	√nhā + ya > nahāya	nahāya + ti	snāyati	√snā		(VIN 2.1.57) nahāyeyyā'ti cuṇṇena vā mattikāya vā nahāyati, payoge payoge dukkaṭaṃ. nahānapariyosāne, āpatti pācittiyassa														VIN PAT PC 57	nahāna sikkhāpada	yo pana bhikkhu oren'addhamāsaṃ <b>nahāyeyya</b>, aññatra samayā, pācittiyaṃ.					nahāy	ati pr	83	7	42	[sound:nahāyati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nahāyati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pabbājeti 1	p	7	pr		pabbajati		caus	trans	+acc	banishes; exiles; lit. causes to leave			√vaj 1 *e (to go on)	√vaj + *e > vāje > bāje (caus)	pa + bāje + ti	pravrājayati	√vraj																VIN PAT PA 2	adinnādāna sikkhāpada	yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyya-saṅkhātaṃ ādiyeyya, yathārūpe adinn’ādāne rājāno coraṃ gahetvā haneyyuṃ vā bandheyyuṃ vā <b>pabbājeyyuṃ</b> vā					pabbāj	eti pr	83	14	97	[sound:pabbājeti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pabbājeti 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bandhati 1	sp	7	pr					trans	+acc	binds; ties up; imprisons			√bandh 1 a (to bind, tie)	√bandh + a > bandha	bandha + ti	badhnāti	√bandh										MJG		sabbe buddhā balappattā, paccekānañ’ca yaṃ balaṃ, arahantānañ’ca tejena, rakkhaṃ <b>bandhāmi</b> sabbaso.	Devatā-uyyojana-gāthā		Protective Recitations	VIN PAT PA 2	adinnādāna sikkhāpada	yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyya-saṅkhātaṃ ādiyeyya, yathārūpe adinn’ādāne rājāno coraṃ gahetvā haneyyuṃ vā <b>bandheyyuṃ</b> vā pabbājeyyuṃ vā				59n	bandh	ati pr	83	3	130	[sound:bandhati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bandhati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
hanati 3	p	7	pr					trans	+acc	punishes; flogs; beats			√han 1 a (to smite, kill)	√han + a > hana	hana + ti	hanati	√han																VIN PAT PA 2	adinnādāna sikkhāpada	yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyya-saṅkhātaṃ ādiyeyya, yathārūpe adinn’ādāne rājāno coraṃ gahetvā <b>haneyyuṃ</b> vā bandheyyuṃ vā pabbājeyyuṃ vā					*	hanati pr	83	7	178	[sound:hanati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=hanati 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
gahetvā 2	pp	7	abs		gaṇhāti			trans	+acc	having caught; having arrested; lit. having taken			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gahe (irreg)	gāhe + tvā	gṛhītvā́, gṛbhītvā́	√grah √gṛbh √gṛh										SN 35.247	chappāṇakopamasuttaṃ	seyyathā'pi, bhikkhave, puriso chappāṇake <b>gahetvā</b> nānāvisaye nānāgocare daḷhāya rajjuyā bandheyya.				VIN PAT PA 2	adinnādāna sikkhāpada	yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyya-saṅkhātaṃ ādiyeyya, yathārūpe adinn’ādāne rājāno coraṃ <b>gahetvā </b>haneyyuṃ vā bandheyyuṃ vā pabbājeyyuṃ vā					-		83	8	320	[sound:gahetvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gahetvā 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
rājāno	pp	7	masc	pl, atta group	rāja					officers; authorities; lit. king's men			√rāj 1 a (to rule)		√rāj + a + āno	rājānaḥ	√rāj				MN 14	cūḷa dukkhakkhandhasuttaṃ	so tesaṃ bhogānaṃ ārakkh’ādhikaraṇaṃ dukkhaṃ domanassaṃ paṭisaṃvedeti, kin’ti me bhoge n’eva <b>rājāno</b> hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na udakaṃ vaheyya, na appiyā dāy'ādā hareyyun’ti										VIN PAT PA 2	adinnādāna sikkhāpada	yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyya-saṅkhātaṃ ādiyeyya, yathārūpe adinn’ādāne <b>rājāno</b> coraṃ gahetvā haneyyuṃ vā bandheyyuṃ vā pabbājeyyuṃ vā					!*	rāja masc	83			[sound:rājāno.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=rājāno&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
orenaddhamāsaṃ	p	7	ind	adv, acc sg	orenaddhamāsa					within less than a fortnight; often than ones per half a month					orena + addha + māsa + aṃ<br/>orenaddhamāsa + aṃ	avareṇa + ardhamāsa			(VIN 2.5.6.7) orenaddhamāsan'ti ūnak'addhamāsaṃ.														VIN PAT PC 57	nahāna sikkhāpada	yo pana bhikkhu <b>oren'addhamāsaṃ</b> nahāyeyya, aññatra samayā, pācittiyaṃ.					-		83			[sound:orenaddhamāsaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=orenaddhamāsaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
jāneyya	pps	7	opt		jānāti			trans	+acc	could know; would understand; could be aware; would find out			√ñā 5 nā (to know)	√ñā + nā > jānā	jānā + eyya	jānāti	√jñā				SN 46.55	saṅgāravasuttaṃ	seyyathā'pi, brāhmaṇa, udapatto āvilo luḷito kalalībhūto andhakāre nikkhitto. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ na <b>jāneyya</b> na passeyya.				AN 3.66	kesamuttisuttaṃ	yadā tumhe attanā’va <b>jāneyyātha</b> — ‘ime dhammā kusalā, ime dhammā anavajjā, ime dhammā viññuppasatthā, ime dhammā samattā samādinnā hitāya sukhāya saṃvattantī’ti, atha tumhe upasampajja vihareyyātha.				AN 8.53	saṃkhittasuttaṃ	ye kho tvaṃ, gotami, dhamme <b>jāneyyāsi </b>— ‘ime dhammā sarāgāya saṃvattanti, no virāgāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	24n	jān	eyya opt	83	7	200	[sound:jāneyya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jāneyya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āgata 3	ps	7	pp		āgacchati				+abl	come (from); arrived (from)			√gam 1 a (to go)		ā + √gam + ta	āgata	√gam				MN 2.2	sabbāsavasuttaṃ	eta’r’ahi vā paccuppannam’addhānaṃ ajjhattaṃ kathaṃkathī hoti — ‘ahaṃ nu kho’smi? no nu kho’smi? kiṃ nu kho’smi? kathaṃ nu kho’smi? ayaṃ nu kho satto kuto <b>āgato</b>? so kuhiṃ gāmī bhavissatī’ti?										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū paccattaññ’eva satiṃ upaṭṭhāpessanti: ‘kin’ti anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ <b>āgatā</b> ca pesalā sabrahmacārī phāsuṃ vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	āgat	a pp	83	11	237	[sound:āgata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āgata 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āgaccheyya	s	7	opt		āgacchati			trans	+acc	could come; would come along; could approach; would arrive			√gam 1 a (to go)	√gam + a > gaccha	ā + gaccha + eyya	āgacchati	√gam				MN 9	sammādiṭṭhisuttaṃ	dūrato'pi kho mayaṃ, āvuso, <b>āgaccheyyāma</b> āyasmato sāriputtassa santike etassa bhāsitassa attham'aññātuṃ										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū paccattaññ’eva satiṃ upaṭṭhāpessanti: ‘kin’ti anāgatā ca pesalā sabrahmacārī <b>āgaccheyyuṃ </b>āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	āgacch	eyya opt	83	7	200	[sound:āgaccheyya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āgaccheyya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pesala	s	7	adj							well-behaved; good						peśala																	AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū paccattaññ’eva satiṃ upaṭṭhāpessanti: ‘kin’ti anāgatā ca <b>pesalā</b> sabrahmacārī āgaccheyyuṃ āgatā ca <b>pesalā</b> sabrahmacārī phāsuṃ vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	pesal	a adj	83			[sound:pesala.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pesala&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
upaṭṭhāpeti 2	ps	7	pr		upaṭṭhahati		caus	trans	+acc	establishes; sets up; causes to be present; makes sure one has			√ṭhā 1 *āpe (to stand)	√ṭhā + *āpe > ṭhape (caus)	upa + ṭhape + ti	upasthā	√sthā				TH 257	pārāpariyattheragāthā	“<b>upaṭṭhāpenti</b> parisaṃ, kammato no ca dhammato.<br/>dhammaṃ paresaṃ desenti, lābhato no ca atthato.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū paccattaññ’eva satiṃ <b>upaṭṭhāpessanti</b>: ‘kin’ti anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	upaṭṭhāp	eti pr	83	14	100	[sound:upaṭṭhāpeti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upaṭṭhāpeti 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
gāha 4	p	7	masc		gahati					hiding place; lit. dive			√gāh 1 a (to dive, plunge)		√gāh + a	gāha	√gāh																MN 25	nivāpasuttaṃ	yaṃnūna mayaṃ imaṃ nivāpaṃ nivuttaṃ mahatīhi daṇḍavākarāhi samantā sappadesaṃ anuparivāreyyāma, app'eva nāma tatiyānaṃ migajātānaṃ āsayaṃ passeyyāma, yattha te <b>gāhaṃ</b> gaccheyyun'ti.					gāh	a masc	83	7	50	[sound:gāha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gāha 4&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
