Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
tasa	ps	6	adj		tasati					movable; mobile; (or) in fear; trembling; (comm) with craving			√tas 1 a (to tremble, fear)		√tas + a	trasta	√tras		(MNa) tasā vuccanti sataṇhā, thāvarā nittaṇhā.<br/>(KPa) tasantī'ti tasā, sataṇhānaṃ sabhayānañ'c'etaṃ adhivacanaṃ. tiṭṭhantī'ti thāvarā, pahīnataṇh'ābhayānaṃ arahataṃ etaṃ adhivacanaṃ.		DHP 405	brāhmaṇavaggo	nidhāya daṇḍaṃ bhūtesu, <b>tasesu</b> thāvaresu ca,<br/>yo na hanti na ghāteti, tam'ahaṃ brūmi brāhmaṇaṃ.										SNP 8	mettasuttaṃ<br/>uragavaggo 8	ye keci pāṇa-bhūt’atthi,  <b>tasā</b> vā thāvarā vā anavasesā,<br/>dīghā vā ye mahantā vā,  majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	53n	tas	a adj	13			[sound:tasa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tasa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhūta 3	ss	6	nt	pp	bhavati					being; living being			√bhū 1 a (to be)		√bhū + ta	bhūta	√bhū										AN 4.67	ahirājasuttaṃ	sabbe sattā sabbe pāṇā, sabbe <b>bhūtā</b> ca kevalā. <br/>sabbe bhadrāni passantu, mā kiñci pāpam’āgamā. 	Khandha-parittaṃ		Protective Recitations	SNP 8	mettasuttaṃ<br/>uragavaggo	ye keci pāṇa-<b>bhūt</b>’atthi, tasā vā thāvarā vā anavasesā, <br/>dīghā vā ye mahantā vā, majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	54n	bhūt	a nt	13	9	329	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhūta 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pāṇabhūta	ss	6	masc	comp						living being; lit. breathing being					pāṇa + bhūta	prāṇabhūta					MN 107	gaṇakamoggallānasuttaṃ	byāpādapadosaṃ pahāya abyāpannacitto viharati sabba-<b>pāṇabhūta</b>-hit’ānukampī<b>, </b>byāpādapadosā cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings							SNP 8	mettasuttaṃ<br/>uragavaggo 8	ye keci <b>pāṇabhūtā-</b>atthi,  tasā vā thāvarā vā anavasesā,<br/>dīghā vā ye mahantā vā,  majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	53n	pāṇabhūt	a masc	13			[sound:pāṇabhūta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāṇabhūta&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
keci	ps	6	pron	masc nom pl	kaci					whoever; whatever; whichever; someone					ke + ci	ke cid					SN 22.79	khajjanīyasuttaṃ	ye hi <b>keci</b> samaṇā vā brāhmaṇā vā anekavihitaṃ pubbenivāsaṃ anussaramānā anussaranti sabb’ete pañc’upādānakkhandhe anussaranti etesaṃ vā aññataraṃ.										SNP 8	mettasuttaṃ<br/>uragavaggo 8	ye <b>keci</b> pāṇabhūt’atthi,  tasā vā thāvarā vā anavasesā,<br/>dīghā vā ye mahantā vā,  majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	53n	!*	kaci pron	13			[sound:keci.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=keci&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṅghapariṇāyaka	s	6	masc	comp						leader of the community					saṅgha + pariṇāyaka	saṃgha + pariṇāyaka			(ANa) pitiṭṭhāne ṭhitattā saṅghaṃ pariṇenti, pubb'aṅgamā hutvā tīsu sikkhāsu pavattentī'ti <b>saṅghapariṇāyakā</b>.														AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro <b>saṅghapariṇāyakā</b> te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	saṅghapariṇāyak	a masc	13			[sound:saṅghapariṇāyaka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅghapariṇāyaka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pūjeti 1	ps	6	pr					trans	+acc	worships; honours; respects			√pūj 8 *e (to honour, venerate)	√pūj + e > pūje	pūje + ti	pūjayati	√pūj				DN 16.27	mahāparinibbānasuttaṃ	so tathāgataṃ sakkaroti garuṃ karoti māneti <b>pūjeti</b> apaciyati, paramāya pūjāya.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti mānessanti <b>pūjessanti</b> tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	pūj	eti pr	13	3	120	[sound:pūjeti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pūjeti 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
māneti	ps	6	pr				caus	trans		honours; reveres; thinks highly			√mān 8 *e (to worship)	√mān + *e > māne (caus)	māne + ti		√mān				DN 16.27	mahāparinibbānasuttaṃ	so tathāgataṃ sakkaroti garuṃ karoti <b>māneti</b> pūjeti apaciyati, paramāya pūjāya.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti <b>mānessanti</b> pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	mān	eti pr	13	14	116	[sound:māneti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=māneti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
garu 5	ss	6	masc							respect; honour			√gar 1 a (to esteem, be heavy)		√gar + u	guru	√gur				MN 48	kosambiyasuttaṃ	cha’y’ime, bhikkhave, dhammā sāraṇīyā piyakaraṇā <b>garu</b>-karaṇā saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.	Cha sāraṇīya-dhammā	Principles of Cor diality	Teachings							AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti <b>garuṃ</b> karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	gar	u masc	13	6	320	[sound:garu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=garu 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
garuṃ karoti	ps	6	pr	comp vb						respects; reveres											DN 16.27	mahāparinibbānasuttaṃ	so tathāgataṃ sakkaroti <b>garuṃ karoti</b> māneti pūjeti apaciyati, paramāya pūjāya.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti <b>garuṃ karissanti</b> mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	!	garuṃ karoti	13			[sound:garuṃ karoti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=garuṃ karoti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sakkaroti	ps	6	pr					trans	+acc	honours; esteems; respects; lit. makes properly			√kar 7 o (to do, make)	√kar + o > karo	sat + karo + ti	satkaroti	√kṛ				DN 16.27	mahāparinibbānasuttaṃ	so tathāgataṃ <b>sakkaroti</b> garuṃ karoti māneti pūjeti apaciyati, paramāya pūjāya.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te <b>sakkarissanti</b> garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	sakkar	oti pr	13	4	122	[sound:sakkaroti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakkaroti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pariṇāyaka	ps	6	masc	agent	pariṇeti					leader; guide; adviser			√nī 1 a (to lead, carry)		pari + √nī > nāy + *aka	pari + nāyaka	√nī				MN 91	brahmāyusuttaṃ	cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, <b>pariṇāyaka</b>-ratanam'eva sattamaṃ.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-pitaro saṅgha-<b>pariṇāyakā</b> te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	pariṇāyak	a masc	13		3	[sound:pariṇāyaka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariṇāyaka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pitar	pss	6	masc							father						pitṛ, pitar											SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	mātā-<b>pitu</b> upaṭṭhānaṃ, puttadārassa saṅgaho.<br/>anākulā ca kammantā, etaṃ maṅgalam’uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅgha-<b>pitaro</b> saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	51n	pit	ar2 masc	13	6	399	[sound:pitar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pitar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṅghapitar	s	6	masc	comp						father of the community; community elder					saṅgha + pitar	saṃgha + pitṛ			(ANa) saṅghassa pitiṭṭhāne ṭhitā'ti <b>saṅghapitaro</b>.														AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā <b>saṅghapitaro</b> saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	saṅghapit	ar2 masc	13		18	[sound:saṅghapitar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅghapitar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pabbajita 2	sss	6	pp		pabbajati					ordained; renounced; gone forth			√vaj 1 a (to go on)		pa + √vaj > baj + ita	pravrājita	√vraj				MN 51	kandarakasuttaṃ	so evaṃ <b>pabbajito</b> samāno bhikkhūnaṃ sikkhāsājīvasamāpanno pāṇ’ātipātaṃ pahāya pāṇ’ātipātā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings	SN 12.22	dutiyadasabalasuttaṃ	alam’eva saddhā-<b>pabbajitena</b> kula-puttena vīriyaṃ ārabhituṃ	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cira-<b>pabbajitā</b> saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	18n	pabbajit	a pp	13	11	656	[sound:pabbajita.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pabbajita 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
cirapabbajita	s	6	adj	comp						having long since become a monk; ordained long ago					cira + pabbajita																		AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cirapabbajitā</b> saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	cirapabbajit	a adj	13			[sound:cirapabbajita.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cirapabbajita&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ciraṃ	ps	6	ind	adv, acc sg	cira					for a long time					cira + aṃ	ciram					DHP 248	malavaggo	evaṃ bho purisa jānāhi, pāpa-dhammā asaññatā. <br/>mā taṃ lobho adhammo ca, <b>ciraṃ</b> dukkhāya randhayuṃ.										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cira-</b>pabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	-		13	13	122	[sound:ciraṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ciraṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
rattaññū	s	6	adj	comp						of long standing; lit. who knowing (many) night (as a monk)					ratta + ññū																		AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañca bhikkhave bhikkhū ye te bhikkhū therā <b>rattaññū</b> cirapabbajitā saṅgha-pitaro saṅgha-pariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ’ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	rattaññ	ū adj	13	6	43	[sound:rattaññū.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=rattaññū&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paññavant	ps	6	adj		paññā					wise; insightful; percipient			√ñā 5 nā (to know)		pa + √ñā + vant	prajñāvat	√jñā				AN 7.67	nagaropamasuttaṃ	ariyasāvako <b>paññavā</b> hoti uday’atthagāminiyā paññāya samannāgato ariyāya nibbedhikāya sammā dukkhakkhaya-gāminiyā.										AN 7.25	tatiyasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū <b>paññavanto</b> bhavissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	paññav	ant adj	13	6	235	[sound:paññavant.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paññavant&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
hirimant	s	6	adj		hirī					has a conscience; conscientious			√hir 3 ya (to be ashamed)		√hir + i + mant<br/>hiri + mant	hrīmat	√hrī	hirīmant															AN 7.25	tatiyasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū <b>hirimanto</b> bhavissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	hirim	ant adj	13		23	[sound:hirimant.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=hirimant&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
satthārā	s	6	masc	instr sg	satthar					by the teacher; with the master			√sās 1 a (to teach, instruct)		√sās + tar + ā	śāstriṇā	√śās																MN 19	dvedhāvitakkasuttaṃ	yaṃ, bhikkhave, <b>satthārā</b> karaṇīyaṃ sāvakānaṃ hit’esinā anukampakena anukampaṃ upādāya, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	15n	satth	ar masc	13			[sound:satthārā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=satthārā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kata 1	ps	6	pp		karoti					done; made			√kar 7 o (to do, make)		√kar + ta	kata	√kṛ				UD 73	tatiyanibbāna paṭisaṃyuttasuttaṃ	no ce’taṃ abhavissa ajātaṃ abhūtaṃ akataṃ asaṅkhataṃ na’y’idha jātassa bhūtassa <b>katassa</b> saṅkhatassa nissaraṇaṃ paññāyetha.				MN 39	mahāassapurasuttaṃ	vimuttasmiṃ vimuttam’iti ñāṇaṃ hoti — ‘khīṇā jāti, vusitaṃ brahmacariyaṃ, <b>kataṃ</b> karaṇīyaṃ, n’āparaṃ itthattāyā’ti pajānāti	Anupubba-sikkhā	The Gradual Training	Teachings	MN 19	dvedhāvitakkasuttaṃ	yaṃ kho, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ hit’esinā anukampakena anukampaṃ upādāya, <b>kataṃ</b> vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	18n	kat	a pp	13	11	865	[sound:kata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kata 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
karaṇīya 2	ss	6	ptp		karoti					should be done; must be done; ought to be made			√kar 7 o (to do, make)		√kar + anīya		√kṛ										SNP 8	mettasuttaṃ<br/>uragavaggo 8	<b>karaṇīyam</b>’attha-kusalena yaṃ taṃ santaṃ padaṃ abhisamecca: <br/>sakko ujū ca sūjū ca, suvaco c’assa mudu, anatimānī.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	MN 19	dvedhāvitakkasuttaṃ	yaṃ kho, bhikkhave, satthārā <b>karaṇīyaṃ</b> sāvakānaṃ hit’esinā anukampakena anukampaṃ upādāya, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	53n	karaṇīy	a ptp	13	14	707	[sound:karaṇīya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=karaṇīya 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
satthar	pss	6	masc	agent	sāsati					teacher; master; the Buddha			√sās 1 a (to teach, instruct)		√sās + tar	śāstṛ	√śās				TH 257	pārāpariyattheragāthā	“udar’āvadehakaṃ bhutvā, sayant’uttānaseyyakā.<br/>kathaṃ vattenti paṭibuddhā, yā kathā <b>satthu</b>-garahitā.				AN 4.180	mahāpadesasuttaṃ	idha, bhikkhave, bhikkhu evaṃ vadeyya — ‘sammukhā m’etaṃ, āvuso, bhagavato sutaṃ sammukhā paṭiggahitaṃ — ayaṃ dhammo, ayaṃ vinayo, idaṃ <b>satthu</b>-sāsanan’ti.	Cattāro mahāpadesā	The Four Great References	Teachings	MN 19	dvedhāvitakkasuttaṃ	yaṃ kho, bhikkhave, <b>satthārā</b> karaṇīyaṃ sāvakānaṃ hit’esinā anukampakena anukampaṃ upādāya, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	25n	satth	ar masc	13	6	736	[sound:satthar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=satthar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sāvakasaṅgha	s	6	masc	comp						community of disciples					sāvaka + saṅgha	śrāvaka + saṃgha																	SN 11.3	dhajaggasuttaṃ	yad'idaṃ cattāri purisayugāni aṭṭha purisapuggalā esa bhagavato <b>sāvakasaṅgho</b>, āhuneyyo pāhuneyyo dakkhiṇeyyo añjalikaraṇīyo anuttaraṃ puññakkhettaṃ lokassa	Saṅgh'ābhitthuti	Homage to the Saṅgha	Homage to the Triple Gem	04n	sāvakasaṅgh	a masc	13			[sound:sāvakasaṅgha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāvakasaṅgha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
esa	ps	6	pron	masc nom sg	esa					this; he; it						etaḥ, etam					SN 22.95	pheṇapiṇḍūpamasuttaṃ	etādis’āyaṃ santāno, māy’āyaṃ bālalāpinī, <br/>vadhako <b>esa</b> akkhāto, sāro ettha na vijjati.										SN 11.3	dhajaggasuttaṃ	yad'idaṃ cattāri purisayugāni aṭṭha purisapuggalā <b>esa</b> bhagavato sāvakasaṅgho, āhuneyyo pāhuneyyo dakkhiṇeyyo añjalikaraṇīyo anuttaraṃ puññakkhettaṃ lokassa	Saṅgh'ābhitthuti	Homage to the Saṅgha	Homage to the Triple Gem	04n	!e	ta pron	13			[sound:esa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=esa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ekavihārī	p	6	masc	agent, comp						hermit; who lives alone					eka + vihārī	eka + vihārin																	SN 21.10	theranāmakasuttaṃ	tena kho pana samayena aññataro bhikkhu theranāmako <b>ekavihārī</b> c'eva hoti ekavihārassa ca vaṇṇavādī.					ekavihār	ī masc	13			[sound:ekavihārī.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ekavihārī&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
